Nom,adresse,Code postal,Ville,Téléphone,Email,Site web,Texte complémentaire Codelico,Liste de catégories,Type,Pays,urlImg
Alt - association de lutte contre la toxicomanie csapa - centre d'accueil et de soins,11 rue louis apffel,67000,Strasbourg,03 88 35 61 86,Contact@alt-67.org,Http://www.alt-67.org,"Alt gère, anime et coordonne un réseau départemental de points d’accueil et d’écoute pour les jeunes (paej), ainsi qu'une équipe mobile. l’accueil et l’écoute sont également possibles pour les familles et les professionnels des territoires. - objectifs du paej : - la prévention globale du mal être, - la prévention de la marginalisation, des addictions et de la délinquance, - l’accueil et l’écoute des familles des jeunes en difficulté, - la participation au réseau des intervenants sur les territoires d’implantation. - la fonction de prévention des paej s’organise à partir de moyens comme l’accueil, l'écoute, le soutien, la sensibilisation, l'orientation et la médiation. gratuit et anonyme. jeunes de 11 à 25 ans, parents, entourage et professionnels. réseau de 29 paej implantés dans 20 communes du bas-rhin. ils sont accueillis et hébergés au sein de structures et services tels que des établissements scolaires, des centres socioculturels, des relais emploi, des maisons de service ou des collectivités locales. des permanences de 4 à 10 heures par semaine sont assurées par une équipe de psychologues. voir le détail des horaires sur http://www.alt-67.org ""ecoute jeunes / coordonnées""",Lieu d'accueil et d'orientation,Association,Fr,
Alt - association de lutte contre la toxicomanie csapa - centre d'accueil et de soins,11 rue louis apffel,67000,Strasbourg,03 88 35 61 86,Contact@alt-67.org,Http://www.alt-67.org,"- prévention et accès aux soins. - réduction des risques et des dommages, dépistages des mist et des hépatites. - médecine générale. - initialisation et suivi de traitement de substitution. - préparation et mise en place de sevrages. - orientation vers des structures hospitalières et lieux de cures et/ou postcures (ctr - cssra). - ouverture de droits cpam. personnes présentant une conduite addictive. strasbourg consultations sur rendez-vous","Santé, accueil et service médicalisés, accès aux soins",Association,Fr,
Amitel,8 rue de soleure,67000,Strasbourg,03 88 36 15 28,Infos@amitel.eu,Http://www.amitel.eu,"117 chambres meublées et 30 studettes. cuisine collective, et accès au restaurant (ouvert à tout public). 85 studios meublés avec kitchenette, au 25 rue du cerne 67000 strasbourg. possibilité apl, locapass, et mobili jeune (pour les apprentis). pas de mois de carence pour les apl. jeunes actifs. jeunes travailleurs, jeunes en formation professionnelle, apprentis, étudiants salariés ; de 18 à 30 ans, sans enfant à charge, sans animaux domestiques. 9h-20h (vendredi 19h), samedi 10h-14h, dimanche 18h-22h","Hébergement - logement, centre d'hébergement et de réinsertion sociale, hébergement//résidence sociale",Association,Fr,
Arsea - espérance,2 rue saint léonard,67600,Sélestat,03 88 92 36 74,Accueil.esperance@arsea.fr,,Logements d’insertion avec accompagnement social par un travailleur social. 10 logements. paiement du loyer résiduel (apl). demande à adresser par un référent social sur formulaire siao à accueil.esperance@arsea.fr centre alsace. adultes ou ménage en projet ou ayant des ressources à minima,"Hébergement - logement, centre d'hébergement et de réinsertion sociale, hébergement//logement d'insertion - a bail glissant - intermédiation locative",Association,Fr,
Arsea - espérance,2 rue saint léonard,67600,Sélestat,03 88 92 36 74,Accueil.esperance@arsea.fr,,"Lame : lieu d'accueil mère / enfant. hébergement et accompagnement renforcé. 4 situations familiales (ext. possible à 5). 4 appartements : 2 f3 et 2 f4. prise en charge par l'aide sociale à l'enfance. orientation par le service de protection de l'enfance. participation financière (10% des revenus). public : mères isolées enceintes ou avec enfant de moins de 3 ans, familles ou père isolé avec enfant moins de 3ans","Hébergement - logement, centre d'hébergement et de réinsertion sociale, hébergement/logement temporaire",Association,Fr,
Arsea - espérance,2 rue saint léonard,67600,Selestat,03 88 92 36 74,Accueil.esperance@arsea.fr,,13 logements. logements d’insertion avec accompagnement social par un travailleur social. en colocation « coatchée ». paiement du loyer résiduel (apl). demande à adresser par un référent social sur formulaire siao à accueil.esperance@arsea.fr jeunes de moins de 25,"Hébergement - logement, centre d'hébergement et de réinsertion sociale, hébergement//logement pour jeunes",Association,Fr,
Arsea - espérance,2 rue saint léonard,67600,Sélestat,03 88 92 36 74,Accueil.esperance@arsea.fr,,"Capacité : 50 places. orientation par un service social. commission d'admission. obligation de s'inscrire dans une démarche d'insertion. participation financière selon ressources (10% des ressources). demande à adresser par un référent social sur formulaire siao à accueil.esperance@arsea.fr public : personnes ou familles qui connaissent de graves difficultés économiques, familiales, de logement, de santé ou d’insertion en vue de les aider à accéder ou à retrouver leur autonomie personnelle ou sociale. centre alsace","Hébergement - logement, centre d'hébergement et de réinsertion sociale, centre d'hébergement et de réinsertion sociale",Association,Fr,
Arsea - espérance,2 rue saint léonard,67600,Selestat,03 88 92 36 74,Accueil.esperance@arsea.fr,,"70 places en logement d'insertion - logements d'accompagnement psychiatrique. rencontre des candidats, examens des dossiers de candidature en commission d'attribution de logement. adhésion aux soins et à l'aide à la gestion locative sont indissociables. paiement d'un loyer après versement de l'apl. hommes et femmes seuls, couples avec ou sans enfants, en grande difficulté sociale, et présentant des problèmes psychiatriques, des troubles du comportement, ou sortant d'établissement psychiatrique. alsace centrale et cus sud","Hébergement - logement, centre d'hébergement et de réinsertion sociale, hébergement//hébergemt-logemt lié à une problématique de santé",Association,Fr,
Arsea - espérance,2 rue saint léonard,67600,Sélestat,03 88 92 36 74,Accueil.esperance@arsea.fr,,"Suivi social, et accompagnement social, fsl. secteur géographique de l'alsace centrale (territoire de l’utams sélestat-erstein) et dans les résidences sociales secteur cus. locataires. du lundi au vendredi de 8h à 12h et de 14h à 17h30, toute l'année","Hébergement - logement, centre d'hébergement et de réinsertion sociale, hébergement// accompagnement social lié au logement",Association,Fr,
Arsea - espérance,9 route des vins,67600,Dambach-la-ville,03 88 92 21 17,Relais-du-bernstein@orange.fr,,17 places. orientation par un service social. inscription obligatoire auprès du siao.commission d'attribution de logement. convention d'occupation. logement durable offrant un cadre semi-collectif. paiement d'une redevance après versement de l’ap. célibataires h ou f.,"Hébergement - logement, centre d'hébergement et de réinsertion sociale, hébergement//maison relais",Association,Fr,
Arsea - espérance maison de marckolsheim,5 port du rhin,67300,Marckolsheim,03 88 92 36 74,Accueil.esperance@arsea.fr,,"6 logements meublés. convention d'occupation précaire pour une durée de 6 mois avec acceptation d'un contrat d'accompagnemt social.le suivi et les demandes des familles doivent être réalisés auprès de l'association espérance de sélestat tél. 03 88 92 36 74. une partie du public padlpd ou éligible au fsl pouvant accéder à un logement de droit commun (expulsés, mal logés, victime de violence ou en rupture familiale). utams sélestat et centre alsace. demande à adresser par référent social sur formulaire siao à accueil.esperance@arsea.fr","Hébergement - logement, centre d'hébergement et de réinsertion sociale, hébergement/logement temporaire",Association,Fr,
Arsea résidence le courlis,16 rue de saverne,67000,Strasbourg,03 68 00 16 25,Residence@lecourlis.fr,,Résidence d'accueil spécifique pour les personnes souffrant de pathologies psychiatriques. dispositif départemental. orientation par un service social ou médical. inscription obligatoire auprès du siao. commission d’attribution de logement. convention d’occupation. paiement d’une redevance après versement de l’ap. logement durable offrant un cadre semi-collectif. personnes en situation de précarité et d'exclusion ayant un handicap psychique. bas-rhin,"Hébergement - logement, centre d'hébergement et de réinsertion sociale, hébergement//hébergemt-logemt lié à une problématique de santé",Association,Fr,
Abribus,Maison des associations 1a place des orphelins,67000,Strasbourg,,Contact@association-abribus.fr,Http://www.association-abribus.fr,"Passage de l'abribus de début-octobre à début mai. repas chauds. sans participation et sans inscription. jeudi, samedi et dimanche : - place de la gare 19h-20h. - place de la bourse 20h30-21h15.","Vie quotidienne, alimentation, restauration",Association,Fr,
Accueil sarre-union,34a rue de phalsbourg,67200,Sarre-union,06 02 31 54 97,Lapasserelle67@gmail.com,Http://www.lecentresarreunion.fr/index.php/les-assos/98-association-accueil,"Permettre aux personnes en difficulté d'accéder à des produits alimentaires à moindre coût (10% à la charge des personnes). ateliers collectifs (cuisine, vie quotidienne) proposés. personnes en difficulté orientées par les travailleurs sociaux de secteur. communauté de communes de sarre-union. les personnes sont convoquées par tranches horaires les mardis de 14h à 15h30.","Vie quotidienne, alimentation, épicerie solidaire",Association,Fr,
Accueil sans frontières 67 cada la licorne,14 rue du tribunal,67700,Saverne,03 88 91 16 07,Asf67@asf67.com,,Agréé pour l'instruction des dossiers rsa. familles statutaires hébergées par l'association. de 8h30 à 12h30 et de 13h30 à 18h.,"Insertion, accompagnement social, accompagnement social",Groupe gouvernemental,Fr,
Accueil sans frontières 67 espace insertion,36 avenue pierre corneille,67200,Strasbourg,03 88 79 16 11,Espace.insertion@asf67.com,,"Action insertion régularisés. logement accompagné, à bail glissant ou direct. capacité : 60 places. asf 67 propose : - un accès rapide et durable au logement ; - un accompagnement personnalisé à la recherche d’emploi ; - un accompagnement social et administratif ; - un suivi lié au logement. familles régularisées issues en priorité des structures d’urgence du département. lundi à vendredi : 8h30 - 12h30 et 13h30 à 19h (vendredi 16h30). (non actualisé)action insertion réfugiés. logement accompagné, à bail glissant ou direct. capacité : 70 places. asf 67 propose : - un accès rapide et durable au logement ; - un accompagnement personnalisé à la recherche d’emploi ; - un accompagnement social et administratif ; - un suivi lié au logement. réfugiés statutaires, familles ou personnes isolées, bénéficiaires d'une protection internationale. lundi à vendredi : 8h30 - 12h30 et 13h30 à 19h (vendredi 16h30). cofinancement par fami. (non actualisé)","Insertion, accompagnement social, accompagnement social",Association,Fr,
Aide et intervention à domicile du bas-rhin,46 rue jean jaurès,67300,Schiltigheim,03 88 33 01 46,Aideadomicile67@orange.fr,Http://www.aid67.fr,Aide aux démarches administratives. les familles (parents avec enfants de -16 ans). tout le département. 8h-12h et13h-18h,"Hébergement - logement, centre d'hébergement et de réinsertion sociale, hébergement// accompagnement social lié au logement",Association,Fr,
Aide et intervention à domicile du bas-rhin saad famille,46 rue jean jaurès,67300,Schiltigheim,03 88 33 01 46,Aideadomicile67@orange.fr,Http://www.aid67.fr,Financement par le biais de la caf de l’accompagnement d’une technicienne de l’intervention sociale et familiale dans les démarches du quotidien. les familles (parents avec enfants de -16 ans). tout le département. 8h-12h et13h-18h,"Insertion, accompagnement social, accompagnement social",Association,Fr,
